scenario, 0, 0, 0, 570, 450, true, space
pacMan, 298, 217, 3, 22, 22, true
block, 150, 240, 0, 30, 30, true
block, 390, 210, 0, 30, 30, true
block, 270, 240, 0, 30, 30, true
block, 90, 150, 0, 30, 30, true
block, 150, 180, 0, 30, 30, true
block, 390, 120, 0, 30, 30, true
block, 270, 60, 0, 30, 30, true
block, 240, 240, 0, 30, 30, true
block, 300, 120, 0, 30, 30, true
block, 120, 240, 0, 30, 30, true
block, 330, 60, 0, 30, 30, true
block, 90, 210, 0, 30, 30, true
block, 210, 180, 0, 30, 30, true
block, 330, 180, 0, 30, 30, true
block, 90, 240, 0, 30, 30, true
block, 240, 60, 0, 30, 30, true
block, 240, 180, 0, 30, 30, true
block, 90, 180, 0, 30, 30, true
block, 210, 120, 0, 30, 30, true
block, 390, 60, 0, 30, 30, true
block, 120, 60, 0, 30, 30, true
block, 180, 180, 0, 30, 30, true
block, 300, 60, 0, 30, 30, true
block, 360, 240, 0, 30, 30, true
block, 210, 240, 0, 30, 30, true
block, 360, 60, 0, 30, 30, true
block, 300, 180, 0, 30, 30, true
block, 240, 120, 0, 30, 30, true
block, 390, 180, 0, 30, 30, true
block, 210, 60, 0, 30, 30, true
block, 300, 240, 0, 30, 30, true
block, 90, 90, 0, 30, 30, true
block, 180, 240, 0, 30, 30, true
block, 180, 60, 0, 30, 30, true
block, 150, 120, 0, 30, 30, true
block, 390, 240, 0, 30, 30, true
block, 330, 240, 0, 30, 30, true
block, 390, 90, 0, 30, 30, true
block, 330, 120, 0, 30, 30, true
block, 150, 60, 0, 30, 30, true
block, 270, 180, 0, 30, 30, true
block, 390, 150, 0, 30, 30, true
block, 90, 120, 0, 30, 30, true
block, 90, 60, 0, 30, 30, true
ghost, 120, 90, 3, 23, 23, true
